199.680008,56.035557
216.746674,84.764450
224.995560,107.804443
206.222229,122.880005
182.044449,123.448891
177.208893,104.959999
207.360001,161.279999
191.431122,160.995560
172.657776,163.839996
190.293335,164.693344
204.800003,164.977783
209.635559,170.951111
190.577789,170.097778
201.955566,195.413345
197.404449,226.986679
153.031113,224.995560
102.968895,207.644455
58.311111,180.337784
21.902224,92.160004
20.764444,35.271111
187.733337,32.426666
171.520004,31.288889
140.231110,37.262222
166.684448,50.346668
138.240005,58.026669
163.839996,65.137779
209.351120,26.453335
215.893341,2.560000
