34.133335,64.284447
33.564445,93.297783
32.142223,131.128891
58.595558,143.360001
77.368889,128.284454
71.395554,114.062225
67.982224,164.977783
82.204445,158.720001
107.235558,147.911118
92.160004,156.444443
73.955559,165.831116
67.413338,178.915558
82.204445,172.657776
85.048889,190.008896
95.004448,223.004456
127.715561,221.582230
173.511108,193.991119
214.186676,157.297775
228.693344,102.115555
210.773346,42.951111
44.373333,44.657780
69.688889,31.573334
102.684448,34.986668
62.862225,55.182224
96.711113,59.448891
71.395554,70.826668
27.875557,49.493336
23.893333,11.093333
