205.937790,45.226669
217.600006,83.342224
226.986679,132.835556
203.093338,142.222229
174.933334,129.706665
180.622223,108.088890
196.266678,174.933334
174.648895,178.915558
149.048889,188.017776
174.364456,190.293335
188.871109,189.724442
187.733337,208.782227
165.546677,201.386673
182.613342,231.822235
180.906677,253.440002
148.764450,252.017776
96.142227,221.013336
44.373333,172.373337
32.426666,121.173340
32.426666,70.542221
191.431122,35.555557
158.720001,40.959999
128.284454,63.431114
172.373337,62.008892
140.231110,74.524445
164.124451,81.635559
212.195557,21.048889
209.066666,2.844445
