191.715561,60.871113
205.937790,89.599998
227.840012,124.017784
201.102234,135.395554
179.768890,128.000000
178.631119,114.346672
200.533340,166.400009
180.337784,167.822220
162.417786,166.684448
174.364456,174.933334
190.862228,185.742233
188.871109,191.715561
176.639999,183.182220
180.053345,200.817780
174.364456,226.986679
141.937775,215.608887
104.391113,187.733337
49.493336,140.515564
36.693333,98.417778
34.986668,55.466667
184.320007,35.840000
166.400009,28.728889
146.488892,34.133335
174.080002,52.622223
153.600006,54.328892
171.804443,62.008892
197.688889,36.408890
190.008896,9.955556
