37.831112,117.191116
31.288889,135.395554
17.635555,162.417786
34.986668,173.226669
56.888889,169.244446
60.302223,157.866669
39.253334,192.284454
54.897778,194.559998
72.533333,199.395554
59.164444,201.386673
49.208889,201.671112
47.217777,211.626678
58.595558,210.488892
58.880001,219.591110
62.008892,239.786667
85.617783,242.062225
120.035561,229.546677
151.608887,201.386673
167.822220,157.297775
167.253342,124.302223
51.484447,111.786667
74.808891,111.217781
95.288895,119.466667
64.568893,118.328888
91.306671,125.440002
68.266670,129.137787
34.986668,95.004448
40.959999,69.404449
