50.062225,61.155556
38.115555,87.608894
28.728889,119.182228
48.355556,124.871117
79.075554,118.328888
74.808891,106.666672
55.182224,158.435562
70.257782,155.591110
97.279999,154.737778
67.982224,158.435562
54.613335,162.417786
53.475555,174.648895
73.671112,165.831116
62.008892,192.853333
66.275558,217.315567
106.382225,214.755554
144.497787,193.706665
191.146667,150.471115
208.782227,109.795555
218.168900,58.595558
66.844444,42.666668
102.684448,31.573334
134.542221,36.408890
91.591110,51.768890
123.733337,58.311111
93.866669,64.000000
33.280003,44.942223
48.071114,16.782223
