35.555557,99.555557
23.040001,121.173340
6.826667,145.351120
30.720001,160.995560
49.208889,150.186676
41.813335,138.808899
32.142223,184.604446
44.942223,182.328888
54.613335,183.751114
44.088890,186.026672
35.555557,191.146667
38.968891,195.697784
48.639999,190.577789
45.511112,209.635559
42.097778,232.106674
75.377777,230.968887
121.742226,199.680008
158.435562,163.555557
173.511108,131.982224
187.733337,85.902222
36.977779,82.204445
56.604446,71.964447
87.040001,79.360001
59.448891,84.764450
75.662224,94.151115
56.888889,101.262222
32.711113,67.128891
45.226669,47.217777
