198.257782,45.226669
213.617783,77.653336
227.271118,116.906670
206.791122,122.311111
178.062225,118.613335
183.182220,106.382225
212.195557,155.022232
197.973343,157.582230
174.648895,164.977783
196.551117,162.986664
210.488892,160.426666
211.626678,173.511108
186.880005,171.235565
207.644455,193.991119
200.817780,225.848892
149.333344,225.279999
89.599998,193.991119
40.959999,156.728897
33.848888,116.053337
27.306667,72.533333
187.164444,31.857779
171.235565,32.426666
142.506668,44.088890
166.400009,52.906670
140.800003,72.817780
165.262222,70.542221
211.057785,15.360001
203.662231,1.422222
