215.324448,61.155556
218.453339,94.151115
221.866669,128.568893
193.422226,131.128891
170.097778,122.595558
180.053345,102.684448
176.355560,158.151108
164.124451,158.720001
151.040009,157.297775
157.297775,159.857788
166.968887,160.711121
167.537781,174.648895
153.600006,166.400009
145.066666,196.835556
129.706665,217.315567
91.591110,204.515564
56.035557,169.813339
28.728889,121.173340
23.893333,59.164444
35.555557,6.542222
212.195557,42.951111
193.422226,37.831112
163.271118,39.822224
193.137787,46.364445
171.804443,52.053333
187.164444,59.733334
228.124451,36.408890
234.382233,7.111111
